country,year,population,gdp,energy_per_capita,energy_per_gdp,electricity_generation,renewables_electricity,fossil_electricity,carbon_intensity_elec,renewable_ratio,fossil_ratio,gdp_per_capita,energy_efficiency_score,carbon_risk_score
Australia,1918,5066003.0,4.02207744E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7939.350687317004,0.0,0.0
Australia,1936,6795622.0,7.2252514304E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10632.215020788384,0.0,0.0
Australia,1944,7322420.0,1.01E11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13793.254142756083,0.0,0.0
Australia,1966,1.1593E7,2.0E11,38356.584,2.223,0.0,0.0,0.0,0.0,0.0,0.0,17251.789873199345,5214228.670624058,0.0
Australia,1974,1.3606E7,2.82E11,52126.819,2.515,0.0,0.0,0.0,0.0,0.0,0.0,20726.15022784066,5409883.154389298,0.0
Australia,2015,2.3932E7,1.05E12,67749.728,1.544,238.222,33.423,204.799,0.0,0.1403019032667008,0.8596980967332992,43874.31054654856,1.54982172031746E7,0.0
Austria,1918,6643721.0,1.8613608448E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2801.684244115609,0.0,0.0
Austria,1920,6459395.0,1.6866915328E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2611.2221543968126,0.0,0.0
Austria,1960,7071000.0,5.995587584E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8479.122590864094,0.0,0.0
Austria,1966,7352000.0,8.1508507648E10,26553.225,2.395,0.0,0.0,0.0,0.0,0.0,0.0,11086.5761218716,3069627.4237121856,0.0
Austria,1977,7637000.0,1.31E11,37597.464,2.192,0.0,0.0,0.0,0.0,0.0,0.0,17153.332460390204,3484277.556592647,0.0
Austria,1999,8051000.0,2.72E11,47511.002,1.406,60.369,42.349,0.0,0.0,0.7015024267422021,0.0,33784.62302819525,5724989.761318862,0.0
Austria,2005,8254000.0,3.12E11,50621.48,1.339,64.487,40.885,23.602,189.0,0.6340037526943415,0.36599624730565855,37799.85461594378,6163391.508900965,69.17329074076946
Azerbaijan,1980,6151000.0,5.5180447744E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8970.971832872703,0.0,0.0
Azerbaijan,1985,6666000.0,7.1343710208E10,35178.731,3.287,20.702,1.313,0.0,0.0,0.06342382378514153,0.0,10702.626793879388,2028035.3548853141,0.0
Azerbaijan,1988,7010000.0,8.1172733952E10,34928.304,3.016,23.572,0.698,0.0,0.0,0.029611403359918548,0.0,11579.562617974323,2323981.5466562593,0.0
Azerbaijan,1989,7127000.0,7.460651008E10,35033.423,3.347,23.3,0.698,0.0,0.0,0.029957081545064376,0.0,10468.150705766802,2129580.945601576,0.0
Azerbaijan,2001,8197000.0,2.269737984E10,15438.579,5.576,17.896,1.288,16.608,0.0,0.07197139025480555,0.9280286097451944,2768.9861949493716,1470172.8598208423,0.0
Azerbaijan,2005,8539000.0,4.073084928E10,19459.323,4.08,20.095,2.979,17.116,0.0,0.14824583229659122,0.8517541677034088,4769.978835929266,2093127.7660584594,0.0
Azerbaijan,2010,9032000.0,1.15E11,14408.422,1.132,17.76,3.413,14.347,0.0,0.1921734234234234,0.8078265765765765,12732.506643046945,7981443.075445736,0.0
Bahamas,1983,225000.0,0.0,53451.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,2018,386000.0,0.0,0.0,0.0,1.903,0.003,1.9,0.0,0.0015764582238570678,0.9984235417761429,0.0,0.0,0.0
Bahrain,1922,89006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1940,105269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1968,201000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1977,303000.0,6.095330816E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20116.603353135313,0.0,0.0
Bahrain,1987,449000.0,6.02101504E9,173659.211,12.95,0.0,0.0,0.0,0.0,0.0,0.0,13409.833051224945,34671.44072190907,0.0
Bahrain,1989,481000.0,7.183819776E9,142768.787,9.559,0.0,0.0,0.0,0.0,0.0,0.0,14935.17624948025,50317.85957528657,0.0
Bahrain,1993,536000.0,8.496404992E9,157245.177,9.92,0.0,0.0,0.0,0.0,0.0,0.0,15851.501850746268,54032.84955442545,0.0
Bahrain,2006,958000.0,3.624230912E10,167202.524,4.42,19.774,0.0,19.774,0.0,0.0,1.0,37831.22037578288,216756.94991302883,0.0
Bangladesh,1910,3.0936532E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1958,4.5435E7,5.4995849216E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.4291672939364,0.0,0.0
Bangladesh,1960,4.8014E7,6.2836543488E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.7129480568167,0.0,0.0
Bangladesh,1966,5.7158E7,8.0928735232E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.8776589803701,0.0,0.0
Bangladesh,1978,7.545E7,9.3661503488E10,387.226,0.312,0.0,0.0,0.0,0.0,0.0,0.0,1241.3718156129887,2.4187813702592283E8,0.0
Bangladesh,1991,1.05599E8,1.59E11,673.344,0.447,8.27,0.838,0.0,0.0,0.10133010882708586,0.0,1505.6960766673926,2.36134873110921E8,0.0
Barbados,1981,253000.0,2.426508032E9,17876.726,1.864,0.0,0.0,0.0,0.0,0.0,0.0,9590.940837944663,135735.59453783653,0.0
Barbados,1998,269000.0,5.48639488E9,23027.011,1.129,0.0,0.0,0.0,0.0,0.0,0.0,20395.52,238259.0984127293,0.0
Barbados,2001,272000.0,5.089149952E9,25646.14,1.371,0.796,0.0,0.796,0.0,0.0,1.0,18710.11011764706,198437.26783055853,0.0
Barbados,2005,276000.0,4.778480128E9,26107.969,1.508,0.953,0.0,0.953,0.0,0.0,1.0,17313.333797101448,183027.64676945953,0.0
Belgium,1952,8728000.0,6.4497238016E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7389.692714940422,0.0,0.0
Belgium,1975,9772000.0,1.8E11,52962.259,2.875,0.0,0.0,0.0,0.0,0.0,0.0,18419.975440032747,3398646.5720806965,0.0
Belgium,1977,9817000.0,1.95E11,55999.507,2.819,0.0,0.0,0.0,0.0,0.0,0.0,19863.50208821432,3482173.5127061033,0.0
Belgium,2003,1.0419E7,3.56E11,74007.258,2.166,83.561,1.192,34.99,266.0,0.014265027943657924,0.41873601321190507,34168.34629043094,4810339.007560583,111.38377951436675
Belgium,2010,1.0939E7,4.2E11,71317.805,1.857,93.579,6.494,39.141,213.0,0.06939591147586531,0.41826691886000067,38394.73443642015,5889132.454370967,89.09085371718014
Belize,1987,174000.0,0.0,5626.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,1995,207000.0,0.0,7665.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,2016,368000.0,0.0,8390.657,0.0,0.391,0.377,0.014,0.0,0.9641943734015345,0.03580562659846547,0.0,0.0,0.0
Belize,2017,376000.0,0.0,0.0,0.0,0.405,0.389,0.016,0.0,0.9604938271604938,0.03950617283950617,0.0,0.0,0.0
Bermuda,1992,62000.0,0.0,30150.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,1994,63000.0,0.0,33226.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,2006,66000.0,0.0,47981.264,0.0,0.666,0.0,0.666,0.0,0.0,1.0,0.0,0.0,0.0
Bermuda,2019,63000.0,0.0,0.0,0.0,0.591,0.0,0.591,0.0,0.0,1.0,0.0,0.0,0.0
Bhutan,2018,754000.0,0.0,0.0,0.0,6.891,6.891,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bolivia,1931,2655122.0,2.672349952E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.4885726531587,0.0,0.0
Bolivia,1946,3156584.0,4.503245824E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.6199866691334,0.0,0.0
Bolivia,1956,3391000.0,4.310823936E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.254478324978,0.0,0.0
Bolivia,1978,5345000.0,1.14562048E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2143.349822263798,0.0,0.0
Bolivia,2003,8906000.0,2.8345468928E10,6119.649,1.923,4.175,2.021,2.154,0.0,0.48407185628742516,0.5159281437125749,3182.7384828205704,4631878.22177383,0.0
Bolivia,2006,9395000.0,3.4446999552E10,6503.713,1.774,5.08,2.195,2.885,0.0,0.4320866141732283,0.5679133858267716,3666.524699521022,5296512.8614992695,0.0
Bolivia,2009,9885000.0,4.3342348288E10,6729.47,1.535,5.903,2.394,3.509,0.0,0.405556496696595,0.5944435033034051,4384.658400404654,6440677.837630601,0.0
Bosnia and Herzegovina,1998,3734000.0,2.1490843648E10,16771.151,2.914,0.0,0.0,0.0,0.0,0.0,0.0,5755.448218532405,1281417.3367111178,0.0
Bosnia and Herzegovina,2006,3765000.0,2.8102733824E10,16224.597,2.174,12.803,5.798,7.005,0.0,0.4528626103257049,0.547137389674295,7464.205530942895,1732106.740401626,0.0
Botswana,1922,161442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Botswana,1929,208980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Botswana,1942,288310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Botswana,1952,435000.0,5.84766016E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.289691954023,0.0,0.0
Botswana,1966,572000.0,7.14168E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.5454545454545,0.0,0.0
Botswana,1972,667000.0,1.305470976E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957.2278500749626,0.0,0.0
Botswana,1988,1200000.0,5.686681088E9,5926.528,1.251,0.0,0.0,0.0,0.0,0.0,0.0,4738.900906666667,959529.9453575517,0.0
Botswana,2006,1836000.0,2.2822098944E10,8659.973,0.697,0.746,0.0,0.746,0.0,0.0,1.0,12430.33711546841,2635354.5148466397,0.0
Botswana,2010,1987000.0,2.4107864064E10,6935.537,0.572,0.5,0.0,0.5,0.0,0.0,1.0,12132.795200805234,3475990.9815202486,0.0
Brazil,1902,1.8923954E7,1.1982915584E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.2141572527602,0.0,0.0
Brazil,1907,2.1037526E7,1.4059639808E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.3124150624935,0.0,0.0
Brazil,1913,2.3873698E7,1.7129839616E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.5193225615906,0.0,0.0
Brazil,1927,3.1888996E7,2.9881300992E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0411345656664,0.0,0.0
Brazil,2005,1.86127008E8,1.63E12,13219.786,1.51,395.721,347.766,38.758,0.0,0.8788161356106955,0.09794274248776284,8757.460926895681,1.2330002921378607E8,0.0
Brazil,2014,2.02764E8,3.04E12,16989.477,1.133,577.739,428.619,134.657,0.0,0.741890369180547,0.23307583528202183,14992.799510761279,1.78934289737112E8,0.0
Brazil,2015,2.04472E8,3.18E12,16619.27,1.069,568.688,427.281,127.515,0.0,0.7513452015868104,0.22422664097009257,15552.251653038069,1.913441444780667E8,0.0
Brazil,2016,2.06163008E8,2.81E12,16058.664,1.178,567.965,461.613,91.381,0.0,0.8127490250279507,0.16089195637055098,13629.991273701246,1.749834232785492E8,0.0
Brazil,2017,2.07834E8,0.0,16123.593,0.0,577.962,462.938,100.169,0.0,0.8009834556597146,0.1733141625227956,0.0,0.0,0.0
British Virgin Islands,1985,14000.0,0.0,10119.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
British Virgin Islands,2002,21000.0,0.0,22572.908,0.0,0.038,0.0,0.038,0.0,0.0,1.0,0.0,0.0,0.0
British Virgin Islands,2005,23000.0,0.0,23808.272,0.0,0.093,0.0,0.093,0.0,0.0,1.0,0.0,0.0,0.0
British Virgin Islands,2015,29000.0,0.0,25747.708,0.0,0.198,0.002,0.196,0.0,0.0101010101010101,0.98989898989899,0.0,0.0,0.0
Brunei,1975,162000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei,1977,175000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei,1979,188000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei,1992,274000.0,0.0,58668.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei,1997,312000.0,0.0,57976.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei,2001,340000.0,0.0,65813.08,0.0,2.424,0.0,2.424,0.0,0.0,1.0,0.0,0.0,0.0
Brunei,2010,389000.0,0.0,109150.927,0.0,3.564,0.0,3.564,0.0,0.0,1.0,0.0,0.0,0.0
Brunei,2011,394000.0,0.0,110697.612,0.0,3.5,0.0,3.5,0.0,0.0,1.0,0.0,0.0,0.0
Brunei,2018,429000.0,0.0,0.0,0.0,4.036,0.002,4.034,0.0,4.95540138751239E-4,0.9995044598612488,0.0,0.0,0.0
Bulgaria,1933,6274382.0,1.445170176E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2303.2868830746997,0.0,0.0
Bulgaria,1935,6418210.0,1.4183565312E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.894240294412,0.0,0.0
Bulgaria,1962,8022000.0,4.673181696E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5825.457112939416,0.0,0.0
Bulgaria,1969,8455000.0,6.785153024E10,21967.863,2.737,0.0,0.0,0.0,0.0,0.0,0.0,8025.018360733294,3088672.3137339302,0.0
Bulgaria,1971,8559000.0,7.4092478464E10,25424.499,2.937,0.0,0.0,0.0,0.0,0.0,0.0,8656.674665731978,2914215.8696617777,0.0
Bulgaria,1976,8773000.0,9.4711586816E10,31936.244,2.958,0.0,0.0,0.0,0.0,0.0,0.0,10795.803808959306,2965645.766483999,0.0
Bulgaria,1982,8931000.0,1.04E11,37838.709,3.249,0.0,0.0,0.0,0.0,0.0,0.0,11644.832605531295,2748508.1480977586,0.0
Bulgaria,1987,8961000.0,1.09E11,38511.036,3.166,43.473,2.537,0.0,0.0,0.058358061325420374,0.0,12163.8210021203,2830357.51102619,0.0
Bulgaria,1990,8841000.0,9.671335936E10,36510.569,3.338,42.141,1.878,0.0,0.0,0.044564675731472915,0.0,10939.187802284809,2648914.054448179,0.0
Bulgaria,1994,8475000.0,7.5091378176E10,29692.438,3.351,38.133,1.468,0.0,0.0,0.03849684000734272,0.0,8860.339607787611,2528973.1404339382,0.0
Bulgaria,1999,8067000.0,6.3648403456E10,26584.994,3.369,38.248,2.753,0.0,0.0,0.07197761974482327,0.0,7889.971917193505,2394147.7457546163,0.0
Bulgaria,2020,0.0,0.0,0.0,0.0,40.327,7.497,16.194,352.0,0.18590522478736332,0.4015671882361693,0.0,0.0,141.3516502591316
Burkina Faso,1992,9297000.0,1.2232014848E10,256.452,0.195,0.0,0.0,0.0,0.0,0.0,0.0,1315.6948314510057,4.7697092820488825E7,0.0
Burkina Faso,2005,1.3422E7,1.8061295616E10,381.494,0.284,0.489,0.099,0.39,0.0,0.20245398773006137,0.7975460122699387,1345.6486079570855,4.734359024257262E7,0.0
Burkina Faso,2011,1.6082E7,2.2513344512E10,551.321,0.394,0.538,0.09,0.448,0.0,0.16728624535315983,0.8327137546468402,1399.9094958338515,4.083527475282095E7,0.0
Burkina Faso,2017,1.9193E7,0.0,0.0,0.0,1.058,0.158,0.9,0.0,0.1493383742911153,0.8506616257088847,0.0,0.0,0.0
Burundi,1931,1985517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burundi,1975,3701000.0,3.723788032E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.1572634423129,0.0,0.0
Burundi,1982,4380000.0,5.374686208E9,68.275,0.056,0.0,0.0,0.0,0.0,0.0,0.0,1227.097307762557,7.872114548517026E7,0.0
Burundi,2007,7862000.0,7.192247808E9,238.536,0.261,0.118,0.116,0.002,0.0,0.9830508474576273,0.01694915254237288,914.8114739252098,3.0151624107053023E7,0.0
CIS,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIS,1987,0.0,0.0,0.0,0.0,1321.837,196.978,995.824,0.0,0.14901837367239684,0.7533636900767644,0.0,0.0,0.0
CIS,2002,0.0,0.0,0.0,0.0,1093.269,207.503,737.099,0.0,0.18980049740731694,0.674215586465911,0.0,0.0,0.0
CIS,2019,0.0,0.0,0.0,0.0,1431.039,251.649,965.899,0.0,0.17585055333921717,0.6749634356575887,0.0,0.0,0.0
Cambodia,1986,7961000.0,8.814188544E9,231.211,0.209,0.0,0.0,0.0,0.0,0.0,0.0,1107.1710267554326,3.812183911665102E7,0.0
Cambodia,2010,1.4312E7,3.3478596608E10,1435.516,0.614,0.944,0.055,0.888,0.0,0.058262711864406784,0.940677966101695,2339.1976389044157,2.3321646437935904E7,0.0
Cameroon,1912,2365810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,1914,2377356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,1930,2821931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,1938,3277410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,1951,4384000.0,4.358306816E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.1393284671533,0.0,0.0
Cameroon,1963,5518000.0,6.681527808E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.8604218919897,0.0,0.0
Cameroon,1964,5643000.0,6.907392E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0637958532695,0.0,0.0
Cameroon,1973,7053000.0,1.068953088E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.6005784772437,0.0,0.0
Cameroon,1994,1.3231E7,2.5578448896E10,1615.45,0.836,0.0,0.0,0.0,0.0,0.0,0.0,1933.2211394452422,1.5833637002692748E7,0.0
Cameroon,1995,1.36E7,2.8154841088E10,1609.644,0.778,0.0,0.0,0.0,0.0,0.0,0.0,2070.2089035294116,1.749134658843819E7,0.0
Cameroon,2004,1.7259E7,4.066070528E10,1494.105,0.634,4.06,3.881,0.179,0.0,0.9559113300492611,0.04408866995073892,2355.913162987427,2.7214088220038082E7,0.0
Canada,1947,1.286181E7,1.52E11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11817.932312792678,0.0,0.0
Canada,1965,1.9628E7,3.28E11,69689.573,4.17,0.0,0.0,0.0,0.0,0.0,0.0,16710.82127572855,4706586.45017096,0.0
Canada,1970,2.1374E7,4.1E11,86093.52,4.488,0.0,0.0,0.0,0.0,0.0,0.0,19182.183961822775,4762263.176136834,0.0
Canada,1974,2.2746E7,5.11E11,98910.68,4.403,0.0,0.0,0.0,0.0,0.0,0.0,22465.488437527478,5166277.291794982,0.0
Canada,1984,2.5445E7,6.72E11,104968.444,3.975,0.0,0.0,0.0,0.0,0.0,0.0,26409.90371389271,6401923.991556929,0.0
Canada,1987,2.6433E7,7.61E11,108117.003,3.755,496.398,318.519,100.458,0.0,0.641660522403394,0.20237390158703297,28789.77036280407,7038670.873997497,0.0
Canada,1994,2.8861E7,8.88E11,111284.23,3.617,553.055,333.65,112.156,0.0,0.6032853875292693,0.202793573876016,30768.164651259485,7979567.275614883,0.0
Canada,2009,3.3746E7,1.32E12,104834.38,2.68,597.067,381.463,130.475,0.0,0.6388947974012967,0.2185265640204533,39115.7470515024,1.2591289231643284E7,0.0
Canada,2013,3.5297E7,1.48E12,109245.998,2.605,640.339,419.705,123.663,0.0,0.6554418831275308,0.19312114364422592,41929.90905742698,1.3547407018058455E7,0.0
Canada,2019,3.7411E7,0.0,105539.881,0.0,632.401,423.82,113.727,0.0,0.6701760433648903,0.17983368147741705,0.0,0.0,0.0
Cape Verde,1980,284000.0,4.83368E8,5164.277,3.034,0.0,0.0,0.0,0.0,0.0,0.0,1702.0,93598.38753808133,0.0
Cape Verde,2000,428000.0,1.563480064E9,3192.537,0.874,0.0,0.0,0.0,0.0,0.0,0.0,3652.990803738318,489729.66139468394,0.0
Cape Verde,2001,436000.0,1.635491968E9,3489.02,0.93,0.0,0.0,0.0,0.0,0.0,0.0,3751.128366972477,468753.967589753,0.0
Cayman Islands,1984,19000.0,0.0,30876.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cayman Islands,2019,65000.0,0.0,0.0,0.0,0.695,0.016,0.679,0.0,0.02302158273381295,0.9769784172661872,0.0,0.0,0.0
Central African Republic,1980,2199000.0,2.452356096E9,352.539,0.316,0.0,0.0,0.0,0.0,0.0,0.0,1115.2142319236016,6956268.940457651,0.0
Central America,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central America,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central America,1990,0.0,0.0,0.0,0.0,14.494,12.863,0.0,0.0,0.8874706775217331,0.0,0.0,0.0,0.0
Central America,1999,0.0,0.0,0.0,0.0,24.747,17.509,0.0,0.0,0.7075201034468824,0.0,0.0,0.0,0.0
Central America,2006,0.0,0.0,0.0,0.0,37.954,22.571,0.0,0.0,0.5946935764346314,0.0,0.0,0.0,0.0
Chad,2006,1.0457E7,1.4965599232E10,106.491,0.074,0.122,0.0,0.122,0.0,0.0,1.0,1431.1560898919383,1.4053393462358323E8,0.0
Chad,2009,1.156E7,1.4915076096E10,103.349,0.08,0.172,0.0,0.172,0.0,0.0,1.0,1290.2314961937716,1.4431756568520257E8,0.0
Chad,2017,1.5017E7,0.0,0.0,0.0,0.225,0.009,0.216,0.0,0.039999999999999994,0.96,0.0,0.0,0.0
Chile,1946,5755534.0,2.5044768768E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4351.423997842772,0.0,0.0
Chile,1948,5967884.0,2.6058194944E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4366.404397940711,0.0,0.0
Chile,1966,9153000.0,5.3636050944E10,8470.843,1.446,0.0,0.0,0.0,0.0,0.0,0.0,5859.942198623402,6331843.353016931,0.0
Chile,1990,1.3275E7,9.9846045696E10,11576.59,1.539,18.398,9.904,0.0,0.0,0.5383193825415806,0.0,7521.359374463277,8624823.518497244,0.0
Chile,2007,1.653E7,2.71E11,22898.752,1.397,56.318,25.604,30.714,0.0,0.4546326218970844,0.5453673781029156,16394.434361766485,1.1834706101013714E7,0.0
China,1923,4.77721024E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,1946,5.3618848E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,1952,5.82576E8,5.63E11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.397517233803,0.0,0.0
China,1960,6.60408E8,6.16E11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.7567200881879,0.0,0.0
China,1985,1.075588992E9,2.43E12,5744.274,2.543,410.69,92.388,318.302,0.0,0.2249579975163749,0.7750420024836252,2259.2272866994904,4.230299599218282E8,0.0
China,1997,1.261996032E9,4.35E12,8712.993,2.528,1135.55,198.911,922.219,0.0,0.17516709964334465,0.8121342080929946,3446.9205050559144,4.992543893929445E8,0.0
China,1998,1.271981952E9,4.4E12,8656.426,2.502,1167.0,201.74,951.158,0.0,0.17287060839760068,0.8150454155955441,3459.168577888753,5.0829291441987723E8,0.0
China,1999,1.281515008E9,4.7E12,8893.213,2.425,1239.3,199.591,1024.758,0.0,0.16105139998386186,0.826884531590414,3667.5341066313913,5.2849290801873296E8,0.0
Colombia,1902,4266348.0,3.89979392E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.082470534518,0.0,0.0
Colombia,1913,5348023.0,6.08854016E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138.4655899946579,0.0,0.0
Colombia,1962,1.7093E7,5.9858190336E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3501.912498449658,0.0,0.0
Colombia,1972,2.2516E7,1.09E11,5869.343,1.212,0.0,0.0,0.0,0.0,0.0,0.0,4841.001954165927,1.857107345745512E7,0.0
Colombia,1973,2.3025E7,1.2E11,5731.326,1.1,0.0,0.0,0.0,0.0,0.0,0.0,5211.726384364821,2.0937563139838845E7,0.0
Colombia,1988,3.1823E7,2.09E11,7879.154,1.2,35.473,24.793,0.0,0.0,0.6989259436754715,0.0,6567.576909782233,2.652569044849231E7,0.0
Colombia,1999,3.8999E7,2.59E11,8102.903,1.22,47.775,34.158,0.0,0.0,0.7149764521193093,0.0,6641.19592810072,3.1963852954922453E7,0.0
Comoros,1983,336000.0,7.93145024E8,550.415,0.233,0.0,0.0,0.0,0.0,0.0,0.0,2360.5506666666665,1440994.5659184435,0.0
Comoros,2009,673000.0,1.021889984E9,882.349,0.581,0.041,0.005,0.036,0.0,0.12195121951219512,0.8780487804878048,1518.4100802377416,1158147.1549239587,0.0
Congo,1906,596770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo,1960,1018000.0,1.398791936E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.0588762278978,0.0,0.0
Congo,1962,1069000.0,1.578288E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.4153414405987,0.0,0.0
Congo,1967,1220000.0,1.886819968E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546.5737442622951,0.0,0.0
Congo,1977,1629000.0,3.260179968E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.3382246777164,0.0,0.0
Congo,1979,1727000.0,4.11322496E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2381.7168268674,0.0,0.0
Congo,1985,2054000.0,7.860005888E9,2413.371,0.631,0.0,0.0,0.0,0.0,0.0,0.0,3826.6825160662124,3256857.684956022,0.0
Congo,2008,4011000.0,1.5151250432E10,2874.56,0.761,0.484,0.371,0.113,0.0,0.7665289256198348,0.23347107438016532,3777.424690102219,5270806.8128687525,0.0
Congo,2013,4623000.0,2.3583543296E10,6679.135,1.309,1.655,0.961,0.694,0.0,0.5806646525679758,0.4193353474320241,5101.350485831711,3530927.776725579,0.0
Cook Islands,1994,19000.0,0.0,9687.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Islands,2013,18000.0,0.0,21159.092,0.0,0.03,0.001,0.029,0.0,0.03333333333333333,0.9666666666666668,0.0,0.0,0.0
